words,document_3,document_2,document_1,document_5,document_4,document_6,document_7,document_11,document_10,document_12,document_13,document_17,document_16,document_14,document_15,document_18,document_19,document_20,document_9,document_8
employing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
purporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
criticised,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
circus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
transformer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeropleustic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
distorted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Heely,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birds,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Volleys,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2
financially,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clayborne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
biographer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
believ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
officially,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1
Exodus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
violent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
cooking,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
universe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Care,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
checkpoint,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Guillotin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fischer-Vroni,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participating,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
own,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,3,0,1
taught,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1811,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inspired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Shuttlesworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
clause,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
buttons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rangers,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Freimarkt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contract,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
organised,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
reiterated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brewery,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0
sink,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BenFranklinDuplessis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
directive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
liberalism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
weakness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
shops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
agricultural,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Submission,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gene,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
voted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
endangered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Portuguese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nomenclature,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now,0,0,1,6,0,3,0,0,1,0,0,0,0,0,0,0,11,6,0,0
UCLH,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Perhaps,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
German,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,5,2,0,0
Irish,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
evangelical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
attitudes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Joseph-Ignace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Representing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
velocity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loci,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consulting,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matches,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cord,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mewing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
authorise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
nautical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
justified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
endonuclease,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
influences,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0
foundation,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
zoologist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
age,0,0,0,0,0,5,0,0,0,0,0,1,0,0,15,0,9,4,1,0
organisms,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caps,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Christine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
vary,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
treatments,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Similarly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unfairness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fundamentally,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1740s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
long,0,2,0,3,1,8,1,2,0,0,0,0,0,0,1,0,2,6,0,0
exhaling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crusades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
government,0,0,1,1,0,0,12,0,0,3,0,0,0,0,0,0,6,10,0,11
Felidae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
severed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
porcelain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0
professions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dysfunction,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
under,0,1,3,2,0,1,5,0,0,0,0,1,0,0,0,0,9,5,2,3
incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13
stamps,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0
Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
collected,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Her,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0
keeping,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Almanack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
McElrea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
clumps,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mechanism,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
succeeded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
eighteenth-century,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
inducted,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
damages,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
screw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
protozoans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spokesman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
gravity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
meter,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SeqA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There,0,4,1,5,1,2,2,2,0,0,1,0,0,0,8,0,1,8,0,2
functions,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
state,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,3,6,0,4
firearm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
loudspeakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
players,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
above,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1
Amboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CV-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
escalated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
07-Sep-55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
infant,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0
onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ni,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elevated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Appointed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
boatswain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
prime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
it,0,30,8,19,10,25,7,2,0,0,0,0,4,0,13,0,55,53,0,27
Merialdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rushed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
progress,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
scientists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
monitored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
stuffed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
folk,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
growth,0,0,2,0,1,0,0,0,0,0,0,0,0,0,20,0,5,1,0,0
papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
vision,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0
averaged,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Highlander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Priest,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coasts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
self-determination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
137,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rtin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Essential,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
g,0,1,0,0,1,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Centre-left,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Again,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congressmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Testament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Justice,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0
region,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
play,1,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,2,2,0,0
dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
rooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Then,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
inconceivable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diplomat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
illegitimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
pork,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
removes,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilets,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historiography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
booths,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exceptional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
morphological,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
seemingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
divergence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
markings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thrifty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
victor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acceleration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legislation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0
elephant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
next,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1
Plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
prescribed,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragraph,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbeu-Dubourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
violation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
except,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
many,0,0,6,5,9,27,0,0,0,0,1,0,3,0,2,0,24,15,0,2
knew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
unbelievable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
step,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
include,0,0,2,0,1,8,1,0,0,0,0,0,0,0,3,1,0,2,1,3
441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rise,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0
Highest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Progress,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
novels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Royal,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0
substances,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyndale,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
dot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stressed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
bi-directionally,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currents,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
among,0,0,2,3,0,5,0,0,0,0,0,0,0,0,1,0,5,4,0,1
counterintelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
three-minute,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fondness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assess,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inaugural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
homey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabildos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
convective,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baths,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0
pre-pregnant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ticket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
forms,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massive,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
habits,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neuromuscular,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hobby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
throughout,0,0,0,1,0,4,1,0,0,0,0,0,0,0,2,0,3,2,0,0
rate,0,2,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
pests,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Huygens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
weaned,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rumors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
official,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,16
12,0,1,2,6,1,10,12,0,0,2,0,3,0,5,5,0,5,9,0,2
at,3,28,1,40,19,23,12,3,1,1,1,15,8,0,13,2,46,60,0,29
sought,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1
Ancestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
permit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
minted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
funded,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vostok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
path,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tastings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
redirects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
finite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yerbero,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surpassed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
thermometer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
politically,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
university,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
meeting,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,2
doing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
non-conductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
honesty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Massey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rheumatism,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renouncing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fugger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
itself,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,6,2,0,1
presenting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,4,1,0,1
Zealand,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
oppose,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
infinity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
acts,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shampoos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
backbone,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
successes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
propellers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Background,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2
eruption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rituals,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nonetheless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Founding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
lik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
drives,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Aug-55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gospel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
